DBA,ADDRESS,LON,LAT,BORO,ZIPCODE,CUISINE DESCRIPTION,VIOLATION POINTS,GRADE,GRADE DATE
SUBWAY RESTAURANT,"2793 8Th Ave, Manhattan New York 10039",-73.9405818,40.8251808,MANHATTAN,10039,Soups & Sandwiches,7,A,6/26/2015
THE PLAYERS CLUB,"16 Gramercy Park South, Manhattan New York 10003",-73.986685,40.737564,MANHATTAN,10003,American ,27,Z,6/26/2015
MANGIAS PIZZA AND PIZZA,"1760 Crosby Avenue, Bronx New York 10461",-73.8317236,40.8466632,BRONX,10461,Pizza/Italian,9,A,6/25/2015
ELLA KITCHEN,"249 Columbus Avenue, Manhattan New York 10023",-73.9788067,40.7769826,MANHATTAN,10023,Tapas,4,A,6/25/2015
TONEL RESTAURANT & LOUNGE,"1236 Rogers Ave, Brooklyn New York 11226",-73.9515633,40.6396677,BROOKLYN,11226,Creole,22,Z,6/25/2015
CAFE ORIGINALE,"16028 Northern Boulevard, Queens New York 11358",-73.8047344,40.7624124,QUEENS,11358,Korean,10,A,6/25/2015
KINFOLK,"94 Wythe Ave, Brooklyn New York 11249",-73.958503,40.7216907,BROOKLYN,11249,American ,11,A,6/25/2015
NEW CHINA RESTAURANT,"240 E 174Th St, Bronx New York 10457",-74.0047189,40.6301082,BRONX,10457,Chinese,12,A,6/25/2015
DOMINICK'S BAKERY & CAFE,"31 New Dorp Plaza, Staten Island New York 10306",-74.1169585,40.5739827,STATEN ISLAND,10306,American ,23,Z,6/24/2015
BOCAITO CAFE & WINE BAR,"8115 Northern Blvd, Queens New York 11372",-73.8856561,40.7555882,QUEENS,11372,Spanish,27,Z,6/24/2015
LA GATA GOLOSA COLUMBIAN FOOD,"3018 Broadway, Queens New York 11106",-73.9256778,40.7619388,QUEENS,11106,Spanish,8,A,6/24/2015
MARK JOSEPH STEAKHOUSE,"261 Water Street, Manhattan New York 10038",-74.0015335,40.7083453,MANHATTAN,10038,Steak,8,A,6/24/2015
ALTESI RISTORANTE,"26 East 64 Street, Manhattan New York 10065",-73.9695752,40.7666629,MANHATTAN,10065,Italian,7,A,6/24/2015
MITOUSHI JAPANESE FUSION,"1712 Sheepshead Bay Road, Brooklyn New York 11235",-73.9518708,40.5856393,BROOKLYN,11235,Japanese,27,Z,6/24/2015
SAHARA X-PRESS NY,"1203 Hylan Blvd, Staten Island New York 10305",-74.0823909,40.598457,STATEN ISLAND,10305,Mediterranean,39,Z,6/24/2015
CHINATOWN KITCHEN,"936 East Tremont Avenue, Bronx New York 10460",-73.883383,40.841259,BRONX,10460,Chinese,7,A,6/24/2015
AUNTIE ANNE'S,"416 86Th St, Brooklyn New York 11209",-74.0280597,40.622308,BROOKLYN,11209,Hotdogs/Pretzels,9,A,6/24/2015
ALTAGRACIA RESTAURANT,"9 E Mount Eden Ave, Bronx New York 10452",-73.9144433,40.8442678,BRONX,10452,Spanish,20,Z,6/24/2015
KIPSEY'S,"438 2 Avenue, Manhattan New York 10010",-73.9797974,40.7388594,MANHATTAN,10010,American ,25,Z,6/23/2015
BEST LUNCHEONETTE,"1758 Bath Avenue, Brooklyn New York 11214",-74.006795,40.603962,BROOKLYN,11214,American ,11,A,6/23/2015
B4 NYC,"235 East 4Th Street, Manhattan New York 10009",-73.9826826,40.7234473,MANHATTAN,10009,American ,13,A,6/23/2015
SUBJECT,"188 Suffolk Street, Manhattan New York 10002",-73.9846247,40.721472,MANHATTAN,10002,American ,12,A,6/23/2015
VERO,"1483 2Nd Ave, Manhattan New York 10075",-73.9561403,40.7722894,MANHATTAN,10075,Italian,16,Z,6/23/2015
SUBWAY,"2486 Coney Island Avenue, Brooklyn New York 11223",-73.987291,40.720863,BROOKLYN,11223,Sandwiches,12,A,6/22/2015
TELLY'S TAVERNA,"2811 23Rd Ave, Queens New York 11105",-73.9139503,40.7754484,QUEENS,11105,Greek,12,A,6/22/2015
THE FOUR SEASONS,"99 East 52 Street, Manhattan New York 10022",-73.9718681,40.7583177,MANHATTAN,10022,American ,11,A,6/22/2015
SHARAKU JAPANESE RESTAURANT,"14 Stuyvesant Street, Manhattan New York 10003",-73.9890654,40.7297462,MANHATTAN,10003,Japanese,31,Z,6/22/2015
POPEYES,"9216 Church Avenue, Brooklyn New York 11236",-73.9353207,40.6967637,BROOKLYN,11236,Chicken,7,A,6/22/2015
UNO CHICAGO GRILL,"3902 Bell Boulevard, Queens New York 11361",-73.7720632,40.7650324,QUEENS,11361,Pizza,25,Z,6/22/2015
HARLOW,"111 East 56 Street, Manhattan New York 10022",-73.9705315,40.7607674,MANHATTAN,10022,American ,13,A,6/22/2015
SERAFINA GRILL,"33 East 61 St Street, Manhattan New York 10065",-73.9698519,40.7647672,MANHATTAN,10065,Italian,33,Z,6/22/2015
MARGARITA ISLAND,"1205 Bowery St, Brooklyn New York 11224",-73.9798727,40.574926,BROOKLYN,11224,"Bottled beverages, including water, sodas, juices, etc.",30,Z,6/22/2015
BASKIN ROBBINS,"1716 Victory Blvd, Staten Island New York 10314",-74.1209444,40.6129002,STATEN ISLAND,10314,"Ice Cream, Gelato, Yogurt, Ices",12,A,6/22/2015
PACE UNIVERSITY - CAFE 101,"1 Pace Plaza, Manhattan New York 10038",-74.0050427,40.7113533,MANHATTAN,10038,American ,2,A,6/19/2015
TC TAKE OUT KITCHEN,"4824 Church Avenue, Brooklyn New York 11203",-73.9315,40.651428,BROOKLYN,11203,Caribbean,11,A,6/19/2015
LONE WOLF,"1089 Broadway, Brooklyn New York 11221",-73.930426,40.694531,BROOKLYN,11221,American ,11,A,6/19/2015
TROPICAL GRILL RESTAURANT,"1917 7 Avenue, Manhattan New York 10026",-73.9523687,40.8029364,MANHATTAN,10026,Spanish,8,A,6/19/2015
CALEXICO,"153 Rivington Street, Manhattan New York 10002",-73.985669,40.719107,MANHATTAN,10002,Mexican,42,Z,6/18/2015
POLLOS A LA BRASA,"8101 Roosevelt Avenue, Queens New York 11372",-73.8847468,40.7476926,QUEENS,11372,Spanish,11,A,6/18/2015
NEW HALAL KITCHEN II,"6806 5 Avenue, Brooklyn New York 11220",-74.0210047,40.6340644,BROOKLYN,11220,Chinese,25,Z,6/18/2015
COUNTRY BAY PIZZERIA,"3233 Ampere Ave, Bronx New York 10465",-73.8195098,40.8463652,BRONX,10465,Pizza,12,A,6/18/2015
THE CHOCOLATE ROOM,"269 Court Street, Brooklyn New York 11231",-73.99439,40.684734,BROOKLYN,11231,Bakery,0,A,6/17/2015
TKO CHICKEN & RIBS,"3423 Quentin Road, Brooklyn New York 11234",-73.9378303,40.614196,BROOKLYN,11234,American ,5,A,6/17/2015
RESERVE,"237 Madison Avenue, Manhattan New York 10016",-73.981214,40.7498315,MANHATTAN,10016,American ,7,A,6/17/2015
SANTA ANA DELI & GROCERY,"171 Irving Ave, Brooklyn New York 11237",-73.919777,40.7023378,BROOKLYN,11237,Mexican,19,Z,6/17/2015
QUEENS COFFEE SHOP,"10880 Roosevelt Avenue, Queens New York 11368",-73.8559465,40.7513484,QUEENS,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A,6/17/2015
EAST BUFFET & RESTAURANT,"42-07 Main Street, Queens New York 11355",-73.8281196,40.7550779,QUEENS,11355,Chinese,12,A,6/17/2015
LOS POBLANITOS DELI GROCERY GRILL,"10261 Jamaica Avenue, Queens New York 11418",-73.8431637,40.6953629,QUEENS,11418,Spanish,7,A,6/17/2015
PANINI GRILL,"538 Forest Ave, Staten Island New York 10310",-74.1080857,40.6300985,STATEN ISLAND,10310,Italian,13,A,6/17/2015
PANKO EXPRESS,"7802 Flatlands Ave, Brooklyn New York 11236",-73.914075,40.634488,BROOKLYN,11236,Chinese,17,Z,6/17/2015
BIG APPLE CHINESE & JAPANESE RESTAURANT,"3255 Francis Lewis Blvd, Queens New York 11358",-73.7907021,40.7680794,QUEENS,11358,Chinese/Japanese,20,Z,6/17/2015
CHINESE FOOD RESTAURANT,"7700 Queens Boulevard, Queens New York 11373",-73.8862885,40.738039,QUEENS,11373,Chinese,30,Z,6/16/2015
HARLEM FOOD COURT,"66 W 116Th St, Manhattan New York 10026",-73.9493121,40.801633,MANHATTAN,10026,American ,2,Z,6/16/2015
SUSHI TOKYO,"627-629 Kings Highway, Brooklyn New York 11223",-73.9660219,40.606238,BROOKLYN,11223,Jewish/Kosher,7,A,6/16/2015
GOLDEN KRUST,"3812 White Plains Rd, Bronx New York 10467",-73.8622929,40.883865,BRONX,10467,Caribbean,7,A,6/16/2015
THE CIVIL SERVICE CAFE,"279 Nostrand Ave, Brooklyn New York 11216",-73.951043,40.6892799,BROOKLYN,11216,Café/Coffee/Tea,13,A,6/16/2015
MONTMARTRE,"158 8 Avenue, Manhattan New York 10011",-74.0005594,40.741992,MANHATTAN,10011,French,13,A,6/16/2015
BAKERI,"105 Freeman St, Brooklyn New York 11222",-73.957549,40.734399,BROOKLYN,11222,Bakery,7,A,6/15/2015
SHINJUKU,"1664 Sheepshead Bay Road, Brooklyn New York 11235",-73.952453,40.586247,BROOKLYN,11235,Japanese,11,A,6/13/2015
GLASSERIE,"95 Commercial Street, Brooklyn New York 11222",-73.9565966,40.738174,BROOKLYN,11222,Mediterranean,7,A,6/13/2015
BEST ITALIAN PIZZA,"2367 Grand Concourse, Bronx New York 10468",-73.8993145,40.8592442,BRONX,10468,Pizza/Italian,7,A,6/13/2015
LA STREGA RESTAURANT LOUNGE,"2085 Coney Island Ave, Brooklyn New York 11223",-73.961435,40.606336,BROOKLYN,11223,Egyptian,11,A,6/13/2015
"1,001 NIGHTS","35 Neptune Avenue, Brooklyn New York 11235",-73.955669,40.583158,BROOKLYN,11235,Mediterranean,21,Z,6/13/2015
FLB'S PUB,"3255 Francis Lewis Blvd, Queens New York 11358",-73.7907021,40.7680794,QUEENS,11358,American ,8,A,6/12/2015
SPRINKLES CUPCAKES,"200 Vesey St, Manhattan New York 10281",-74.0146519,40.7140898,MANHATTAN,10281,Bakery,11,A,6/12/2015
LE PHILOSOPHE,"55 Bond Street, Manhattan New York 10012",-73.9926408,40.725745,MANHATTAN,10012,French,19,Z,6/12/2015
LUNETTA PIZZERIA,"1162 First Avenue, Manhattan New York 10065",-73.959573,40.762393,MANHATTAN,10065,Pizza,10,A,6/12/2015
ANGELINAS PIZZA,"3770 White Plains Road, Bronx New York 10467",-73.8626423,40.8833683,BRONX,10467,Pizza/Italian,19,Z,6/12/2015
MAYFIELD,"688 Franklin Avenue, Brooklyn New York 11238",-73.956702,40.6749297,BROOKLYN,11238,American ,7,A,6/12/2015
RICO POLLO II RESTAURANT,"3352 Fulton Street, Brooklyn New York 11208",-73.8718385,40.683565,BROOKLYN,11208,Spanish,9,A,6/12/2015
Bouley Botanical,"35 White St, Manhattan New York 10013",-74.0045033,40.7187011,MANHATTAN,10013,French,42,Z,6/12/2015
CRAB SPOT RESTAURANT,"833 Union Street, Brooklyn New York 11215",-73.9763252,40.6748163,BROOKLYN,11215,Seafood,13,A,6/11/2015
MAMA LUCIA,"1701 Foster Avenue, Brooklyn New York 11230",-73.9612388,40.635193,BROOKLYN,11230,Italian,7,A,6/11/2015
STARBUCKS,"164 Park Place, Brooklyn New York 11217",-73.9729716,40.6774174,BROOKLYN,11217,Café/Coffee/Tea,2,A,6/11/2015
FRESH & CO.,"127 E. 60Th St, Manhattan New York 10022",-73.968134,40.763276,MANHATTAN,10022,Sandwiches/Salads/Mixed Buffet,3,A,6/11/2015
LUCKY SIX HAPPY,"14-79 Beach Channel Drive, Queens New York 11691",-73.7539198,40.6098962,QUEENS,11691,Chinese,12,A,6/11/2015
FLANAGAN'S TAVERN,"3932 Amboy Rd, Staten Island New York 10308",-74.1494597,40.5511886,STATEN ISLAND,10308,American ,11,A,6/11/2015
SUNDAES BY THE PARK,"3512 Avenue S, Brooklyn New York 11234",-73.9315903,40.6093281,BROOKLYN,11234,"Ice Cream, Gelato, Yogurt, Ices",2,A,6/11/2015
JOE'S PIZZA,"349 5 Avenue, Brooklyn New York 11215",-73.98379,40.6717439,BROOKLYN,11215,Italian,9,A,6/11/2015
THE WELL,"272 Meserole Street, Brooklyn New York 11206",-73.9378744,40.7084722,BROOKLYN,11206,American ,0,A,6/11/2015
BURKE & WILLS/MANHATTAN CRICKET CLUB,"226 West 79 Street, Manhattan New York 10024",-73.979579,40.7833619,MANHATTAN,10024,Australian,9,A,6/11/2015
KOKO WINGS,"248 W 106Th St, Manhattan New York 10025",-73.9673993,40.8008804,MANHATTAN,10025,Chicken,27,Z,6/11/2015
EL RINCON CRIOLLO,"4009 Junction Blvd, Queens New York 11368",-73.8689647,40.7488167,QUEENS,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A,6/11/2015
JERUSALEM PITA HOT,"2513 30 Avenue, Queens New York 11102",-73.924437,40.768571,QUEENS,11102,Mediterranean,27,Z,6/10/2015
TRANQUILITY BAR & LOUNGE,"3511 Boston Rd, Bronx New York 10469",-73.845831,40.8775059,BRONX,10469,American ,12,A,6/10/2015
EL PUNTO COLUMBIANO RESTAURANTE BAKERY,"1833 College Point Blvd, Queens New York 11356",-73.8457742,40.7822954,QUEENS,11356,Spanish,9,A,6/10/2015
Hole in the Wall Coffee Shop,"420 5Th Ave, Manhattan New York 10018",-73.9833287,40.750837,MANHATTAN,10018,Café/Coffee/Tea,12,A,6/10/2015
BIKINI BAR,"148 Duane Street, Manhattan New York 10013",-74.008223,40.716223,MANHATTAN,10013,Café/Coffee/Tea,9,A,6/10/2015
COACH SCOT'S MAIN STREET SWEETS,"559 Main Street, Manhattan New York 10044",-73.9495416,40.7622312,MANHATTAN,10044,"Ice Cream, Gelato, Yogurt, Ices",9,A,6/10/2015
JAKE TASTY FOOD,"41-42A Main Street, Queens New York 11355",-73.829318,40.756965,QUEENS,11355,Chinese,4,A,6/10/2015
J.J. BUBBLES,"7912 Third Avenue, Brooklyn New York 11209",-74.029397,40.628295,BROOKLYN,11209,"Bottled beverages, including water, sodas, juices, etc.",7,A,6/10/2015
PAPA'S KITCHEN,"65-40 Woodside Avenue, Queens New York 11377",-73.8986308,40.7431651,QUEENS,11377,Filipino,19,Z,6/10/2015
THE BEST OF NEW YORK FOOD,"150 Water St, Manhattan New York 10005",-74.0060591,40.7064287,MANHATTAN,10005,American ,20,Z,6/10/2015
Hooters of Fresh Meadows,"61-09 190Th St, Queens New York 11365",-73.7845456,40.7407367,QUEENS,11365,American ,2,A,6/10/2015
CAFE BY THE BAY,"1815 215Th St, Queens New York 11360",-73.775711,40.7837108,QUEENS,11360,American ,13,A,6/10/2015
JIMMY JOHN'S,"1919 Hylan Boulevard, Staten Island New York 10305",-74.0969897,40.5830445,STATEN ISLAND,10305,Sandwiches,2,A,6/10/2015
GIRL SCOUTS OF THE USA,"420 5 Avenue, Manhattan New York 10018",-73.9833287,40.750837,MANHATTAN,10018,American ,5,A,6/9/2015
CARIDAD RESTAURANT,"135 W Kingsbridge Rd, Bronx New York 10468",-73.9030902,40.8694029,BRONX,10468,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A,6/9/2015
I LOVE PARAGUAY,"4316 Greenpoint Avenue, Queens New York 11104",-73.9214274,40.7409452,QUEENS,11104,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A,6/9/2015
LA ABUNDANCIA,"8826 37Th Ave, Queens New York 11372",-73.87831,40.7503704,QUEENS,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A,6/9/2015
NYAM & JAM RESTAURANT,"3827 Bronxwood Ave, Bronx New York 10469",-73.8565909,40.8826494,BRONX,10469,Caribbean,38,Z,6/9/2015
CAFE BOULIS,"3015 31 Avenue, Queens New York 11106",-73.9238099,40.764534,QUEENS,11106,Café/Coffee/Tea,10,A,6/9/2015
SWEET BUTTONS,"7884 Rivington Street, Manhattan New York 10002",-73.9867495,40.7195556,MANHATTAN,10002,American ,5,A,6/9/2015
CAFE AU LEE,"193 Lee Ave, Brooklyn New York 11211",-73.9558775,40.7022286,BROOKLYN,11211,Jewish/Kosher,22,Z,6/9/2015
AMC ORPHEUM 7 THEATRES,"1538 3Rd Ave, Manhattan New York 10028",-73.9539301,40.7793744,MANHATTAN,10028,American ,5,A,6/9/2015
AREPAS CAFE,"33-07 36 Avenue, Queens New York 11106",-73.9277168,40.7558318,QUEENS,11106,Spanish,11,A,6/9/2015
V-NAM CAFE,"1820 1 Avenue, Manhattan New York 10009",-73.9689838,40.7497629,MANHATTAN,10009,Vietnamese/Cambodian/Malaysia,17,Z,6/8/2015
EUROPA CAFE,"205 West 57 Street, Manhattan New York 10019",-73.980296,40.765951,MANHATTAN,10019,American ,12,A,6/8/2015
Eat Mubarak,"6425 Myrtle Ave, Queens New York 11385",-73.8908801,40.701117,QUEENS,11385,American ,47,Z,6/8/2015
Maravilla's Bar & Grill,"254 Soundview Ave, Bronx New York 10473",-73.8553564,40.8108711,BRONX,10473,Spanish,26,Z,6/8/2015
GLENDALE DINER,"71-08 Myrtle Avenue, Queens New York 11385",-73.8796399,40.701858,QUEENS,11385,Mediterranean,11,A,6/8/2015
XELA JU RESTAURANT,"88-30 Parsons Boulevard, Queens New York 11432",-73.8019186,40.7058655,QUEENS,11432,Spanish,4,A,6/6/2015
JOY LUCK SEAFOOD RESTAURANT,"2050 86 Street, Brooklyn New York 11214",-73.9971988,40.6036802,BROOKLYN,11214,Chinese,20,Z,6/6/2015
ISLAND SPICE AND SOUTHERN CUISINE,"2537 7Th Avenue, Manhattan New York 10030",-73.9381006,40.8227971,MANHATTAN,10030,Caribbean,22,Z,6/5/2015
MCDONALD'S,"25001 Northern Boulevard, Queens New York 11362",-73.8670955,40.8640754,QUEENS,11362,Hamburgers,10,A,6/5/2015
TREND DINER,"1382 2 Avenue, Manhattan New York 10021",-73.958504,40.768102,MANHATTAN,10021,American ,9,A,6/5/2015
METRO DINER,"2641 Broadway, Manhattan New York 10025",-73.970231,40.797486,MANHATTAN,10025,American ,7,A,6/5/2015
MCCOY'S PUB,"768 9 Avenue, Manhattan New York 10019",-73.987967,40.764263,MANHATTAN,10019,Irish,13,A,6/5/2015
FELICE,"15 Gold Street, Manhattan New York 10038",-74.0070547,40.7078516,MANHATTAN,10038,Italian,2,A,6/5/2015
TASZO COFFEE,"5 Edward M Morgan Place, Manhattan New York 10032",-73.9452042,40.8345449,MANHATTAN,10032,American ,22,Z,6/5/2015
PYRAMID,"101 Avenue A, Manhattan New York 10009",-73.984049,40.725845,MANHATTAN,10009,American ,7,A,6/5/2015
FRIENDS SPORTS BAR,"1448 Olmstead Avenue, Bronx New York 10462",-73.8549647,40.835712,BRONX,10462,American ,10,A,6/4/2015
LEFKOS PYGOS CAFE,"2285 31 Street, Queens New York 11105",-73.9125501,40.7743581,QUEENS,11105,Bakery,7,A,6/4/2015
JAVA DAY,"16009 Northern Boulevard, Queens New York 11358",-73.8051335,40.7629702,QUEENS,11358,Café/Coffee/Tea,11,A,6/4/2015
DYKER PARK BAGELS,"1728 Hylan Boulevard, Staten Island New York 10305",-74.091559,40.586583,STATEN ISLAND,10305,Bagels/Pretzels,10,A,6/4/2015
CROXLEYS THE ABBEY,"63 Grand Street, Brooklyn New York 11249",-73.964839,40.716096,BROOKLYN,11249,American ,13,A,6/4/2015
KOREAN NOODLE HOUSE.,"3504 154 Street, Queens New York 11354",-73.8110688,40.7658451,QUEENS,11354,Korean,9,A,6/4/2015
JENNIFER'S WAY BAKERY,"263 East 10 Street, Manhattan New York 10009",-73.983256,40.728521,MANHATTAN,10009,Vegetarian,5,A,6/4/2015
GOURMET CHEF CHINESE RESTAURANT,"3201 Richmond Rd, Staten Island New York 10306",-74.1278913,40.5755285,STATEN ISLAND,10306,Chinese,5,A,6/4/2015
NORTH SHORE DINER,"19652 Northern Blvd, Queens New York 11358",-73.78421,40.7577566,QUEENS,11358,American ,13,A,6/4/2015
RAKU II ITS JAPANESE,"57 West 76 Street, Manhattan New York 10023",-73.9764626,40.7800758,MANHATTAN,10023,Japanese,22,Z,6/4/2015
SUBWAY CAFE,"1613 Oriental Boulevard, Brooklyn New York 11235",-73.938221,40.578667,BROOKLYN,11235,Sandwiches,13,A,6/4/2015
THE KINGSIDE,"120 W 57Th Street, Manhattan New York 10019",-73.9784803,40.7645582,MANHATTAN,10019,American ,13,A,6/4/2015
NEW LUCKY GARDEN,"1587 Watson Ave, Bronx New York 10472",-73.8756128,40.8265969,BRONX,10472,Chinese,18,Z,6/4/2015
FOREST HILLS DINER,"6860 Austin Street, Queens New York 11375",-73.8505172,40.722034,QUEENS,11375,American ,11,A,6/4/2015
LUDWIG'S AT THE YACHT CLUB,"533 Beach 126Th St, Queens New York 11694",-73.8485088,40.5814119,QUEENS,11694,American ,12,A,6/4/2015
HUNAN HOUSE,"40 W 56Th St, Manhattan New York 10019",-73.9765369,40.762916,MANHATTAN,10019,Chinese,30,Z,6/4/2015
2 BROS PIZZA,"2060 Lexington Avenue, Manhattan New York 10035",-73.9377535,40.8042647,MANHATTAN,10035,Pizza,10,A,6/4/2015
SUBWAY,"2550 Francis Lewis Blvd, Queens New York 11358",-73.987291,40.720863,QUEENS,11358,Sandwiches,7,A,6/4/2015
APPLEBEE'S,"4028 College Point Boulevard, Queens New York 11354",-73.8345772,40.757491,QUEENS,11354,American ,7,A,6/3/2015
CHIPOTLE MEXICAN GRILL #1968,"4009 Broadway, Manhattan New York 10032",-73.9398534,40.8415293,MANHATTAN,10032,Tex-Mex,9,A,6/3/2015
NEW YORK HOT BAGELS & BIALYS,"101-01 Queens Boulevard, Queens New York 11375",-73.8517819,40.7268109,QUEENS,11375,Delicatessen,13,A,6/3/2015
ROMA PIZZA,"350 E 149Th St, Bronx New York 10451",-73.9195856,40.8165124,BRONX,10451,Pizza,11,A,6/3/2015
GOOD FOOD BY SHAE,"2317 Mermaid Avenue, Brooklyn New York 11224",-73.9907442,40.5761571,BROOKLYN,11224,Soul Food,11,A,6/3/2015
METRO PIZZA,"1218 Forest Ave, Staten Island New York 10310",-74.1304009,40.6261915,STATEN ISLAND,10310,Pizza/Italian,13,A,6/3/2015
DMV Deli Express,"1332 Commerce Ave, Bronx New York 10461",-73.8400872,40.8363004,BRONX,10461,American ,32,Z,6/3/2015
PATSY'S PIZZERIA,"2164 Utopia Parkway, Queens New York 11357",-73.7936014,40.7771208,QUEENS,11357,Italian,12,A,6/3/2015
TASTY DELI,"4020 Broadway, Manhattan New York 10032",-73.9387968,40.8418403,MANHATTAN,10032,American ,19,Z,6/3/2015
DILLINGER'S,"146 Evergreen Avenue, Brooklyn New York 11206",-73.9315788,40.6991442,BROOKLYN,11206,Café/Coffee/Tea,9,A,6/3/2015
KINGS COUNTY,"1 Knickerbocker Avenue, Brooklyn New York 11237",-73.9316809,40.707734,BROOKLYN,11237,American ,10,A,6/3/2015
TING FAI CUISINE INC,"1962 86Th St, Brooklyn New York 11214",-73.9991254,40.6047726,BROOKLYN,11214,Chinese,11,A,6/3/2015
MONTANA'S TRAIL HOUSE,"445 Troutman Street, Brooklyn New York 11237",-73.9216364,40.7079354,BROOKLYN,11237,American ,9,A,6/3/2015
THE GREAT GEORGIANA,"248 Dekalb Avenue, Brooklyn New York 11205",-73.9692308,40.6892866,BROOKLYN,11205,American ,10,A,6/3/2015
THE OTHER PLACE,"10319 Metropolitan Ave, Queens New York 11375",-73.8491117,40.7104211,QUEENS,11375,American ,21,Z,6/3/2015
VILLAGE YOKOCHO,"6 Stuyvesant Street, Manhattan New York 10003",-73.9892798,40.729832,MANHATTAN,10003,Japanese,26,Z,6/2/2015
ZHOU'S YUMMY RESTAURANT,"4117 Union Street, Queens New York 11355",-73.8256991,40.7588189,QUEENS,11355,Chinese,9,A,6/2/2015
JAC MAO CHINESE CUISINE,"1771 Hylan Boulevard, Staten Island New York 10305",-74.0930172,40.5859108,STATEN ISLAND,10305,Chinese,11,A,6/2/2015
SUBWAY,"4343 91St Pl, Queens New York 11373",-73.987291,40.720863,QUEENS,11373,Sandwiches/Salads/Mixed Buffet,10,A,6/2/2015
KOPIASTE,"2315 31 Street, Queens New York 11105",-73.9130064,40.7738147,QUEENS,11105,Greek,3,A,6/2/2015
BLISS GRAND,"167 Grand Street, Brooklyn New York 11249",-73.961358,40.714718,BROOKLYN,11249,Vegetarian,13,A,6/2/2015
AMC KINGS VILLAGE 7 MAIN LEVEL,"66 3Rd Ave, Manhattan New York 10003",-73.9887907,40.7316551,MANHATTAN,10003,American ,9,A,6/2/2015
SUNSET  COFFEE SHOP AND RESTAURANT,"5416 2 Avenue, Brooklyn New York 11220",-74.019899,40.646631,BROOKLYN,11220,American ,24,B,6/2/2015
MIXX CANTINA,"4403 Kissena Boulevard, Queens New York 11355",-73.8224661,40.7539142,QUEENS,11355,American ,10,A,6/2/2015
AROMA DE CAFE BAKERY,"8102 Broadway, Queens New York 11373",-73.8786995,40.7401436,QUEENS,11373,Spanish,9,A,6/2/2015
CULLEN'S TAVERN,"4340 White Plains Road, Bronx New York 10466",-73.8553121,40.8966486,BRONX,10466,American ,19,Z,6/2/2015
HOT JALAPENO RESTAURANT,"219 East 116 Street, Manhattan New York 10029",-73.9389812,40.7977797,MANHATTAN,10029,Mexican,9,A,6/2/2015
KFC,"798 4Th Ave, Brooklyn New York 11232",-73.9859414,40.6195067,BROOKLYN,11232,Chicken,10,A,6/2/2015
CREATIVE JUICE,"54 Murray Street, Manhattan New York 10007",-74.0100543,40.7141901,MANHATTAN,10007,"Juice, Smoothies, Fruit Salads",7,A,6/2/2015
Hibino LIC,"1070 Jackson Ave, Queens New York 11101",-73.9461134,40.7456288,QUEENS,11101,Japanese,7,A,6/2/2015
MC DONALDS,"608 W 207Th St, Manhattan New York 10034",-73.9212581,40.8674179,MANHATTAN,10034,American ,9,A,6/2/2015
BYUNG CHUN SOON DAE,"15603 Northern Blvd, Queens New York 11354",-73.808847,40.764351,QUEENS,11354,Korean,19,Z,6/1/2015
THE END ZONE BAR,"14944 14 Avenue, Queens New York 11357",-73.8143517,40.7885254,QUEENS,11357,American ,10,A,6/1/2015
MR. BRUNO'S PIZZA,"7563 31 Avenue, Bronx New York 11370",-73.8971893,40.7580603,BRONX,11370,Italian,9,A,6/1/2015
ON OFF COFFEE,"521 5Th Ave, Manhattan New York 10175",-73.9800242,40.7542123,MANHATTAN,10175,Other,7,A,6/1/2015
MAGGIES PLACE,"21 East 47 Street, Manhattan New York 10017",-73.977114,40.756295,MANHATTAN,10017,American ,12,A,6/1/2015
